stop_id,stop_name,stop_lat,stop_lon,location_type
740021277,Hällberga centrum,59.317990,16.597268,
740021278,Ribbingelund,59.319735,16.679642,
740021279,Sundtorp (Gillberga),59.319526,16.377020,
740021280,Alvesta,59.434658,16.657895,
740021282,Barva kyrka,59.371514,16.788269,
740021283,Ramsjögatan,58.991864,16.222046,
740021286,Stallarholmen Stallarholmskola,59.355644,17.203435,
740021287,Kumla,59.331517,17.223705,
740021288,Mariefred vårdcentral,59.264366,17.216758,
740021289,Mariefred Mariefredsskolan,59.262196,17.228855,
740021291,Ekeby,59.466290,16.840019,
740021292,Strängnäs Campus,59.385550,17.008607,
740021293,Byle Finspång,58.983805,15.807131,
740021295,Skogen,59.095030,16.032564,
740021296,Ättersta,59.136851,15.967422,
740021297,Kalkbrottsvillorna Julita,59.160497,15.934566,
740021298,Högåsen,59.264454,16.715084,
740021299,Stettin,59.002776,16.149897,
740021300,Högsjö station,59.039566,15.731240,
740021301,Bergakorset,59.052515,15.807185,
740021302,Ålsätter,59.022082,16.096258,
740021303,Östra Vingåker kyrka,58.968028,16.113187,
740021304,Tisnarebaden,58.924500,16.067350,
740021305,Orrhammar Fjärilsvägen,59.079634,16.554020,
740021306,Jäder kyrka,59.407884,16.689728,
740021310,Bettna Löta,58.908420,16.633301,
740021313,Båresta vägskäl,59.083784,16.341061,
740021314,Vargtorget,59.086344,16.304611,
740021315,"Frykstavägen, Kil",59.520388,13.329100,
740021316,Kil Jonsbol,59.522319,13.311142,
740021318,Katrineholm Duveholmshallen,58.980137,16.193839,
740021319,Katrineholm Nyhemsskolan,58.991701,16.174852,
740021320,Katrineholm Järvenskolorna,58.989751,16.202835,
740021321,Katrineholm Djupvik,58.825693,16.317657,
740021322,Östra Kulltorp,58.816731,16.482117,
740021323,Björkvik Gustavsborg,58.813495,16.458484,
740021329,Trosa Utterviksvägen,58.901964,17.521872,
740021330,Västerljung Erikslundsvägen,58.918164,17.439203,
740021331,Tystberga kyrka,58.865814,17.250983,
740021332,Eriksdal,58.849828,17.223774,
740021333,Tystberga skola,58.844482,17.248501,
740021335,Lästringe kyrka,58.901466,17.311693,
740021336,Tunaberg kyrka,58.644873,16.899887,
740021337,Tuna Tunakorset,58.742100,16.843076,
740021338,Tunaby,58.740996,16.833009,
740021341,Norrby kyrka,59.916067,16.627328,
740021343,Nyköping Oppeby gård 217,58.769605,16.990557,
740021344,Nyköping Oppeby torg,58.769190,16.979913,
740021345,Öggestorp Nyborg,57.721014,14.384878,
740021347,Banninge,59.118354,16.316563,
740021348,Katrineholm Djulö kvarn,58.970056,16.202592,
740021349,Knektbacken,59.146001,16.343866,
740021350,Stattutgatan,57.788738,14.126280,
740021351,Hovra,58.794036,17.004016,
740021352,Segerstad,58.868348,17.014643,
740021353,Tallhöjden,59.225905,17.217553,
740021355,Skarpåker,58.869695,17.051510,
740021356,Runtuna kyrka,58.890901,17.043114,
740021357,Runnavägen,57.788609,14.119291,
740021358,Bälinge vägskäl,58.845462,17.294277,
740021359,Bäckafall,57.632016,14.638742,
740021362,Avla Brandstation,59.128187,17.142916,
740021363,Blacksta,59.133277,17.159447,
740021364,Blackstabro,59.140589,17.152223,
740021365,Heby,59.139078,17.213454,
740021366,Vängsö flygplats,59.100062,17.220633,
740021367,Vängsö,59.103102,17.227530,
740021368,Norrtuna,59.079809,17.272177,
740021369,Mälby,59.006142,17.340436,
740021370,Torsvalla,58.964447,17.349327,
740021374,Strängnäs Karinslundsskolan,59.384728,17.044722,
740021377,Sille,58.938817,17.426178,
740021378,Nyköping Gripenskolan,58.751897,16.983994,
740021379,Nyköping Husarvägen,58.747830,17.025522,
740021380,Lista skola,59.312537,16.267303,
740021383,Nyköping lasarett,58.759540,16.998388,
740021385,Eskilstuna Mälarsjukhus/Sveav,59.361956,16.531294,
740021387,Katrineholm Laggarhult,58.987912,16.247096,
740021388,Kåsta vägskäl,59.062928,15.819335,
740021391,Lövhagen,58.884649,17.313268,
740021393,Aspö kyrka,59.483044,17.046167,
740021394,Södertälje Ottesångsvägen,59.203812,17.610883,
740021395,Brenäs skola,58.914600,16.027461,
740021396,Borsökna Östra,59.335614,16.431565,
740021399,Mesta Gärdesvägen,59.348966,16.451040,
740021400,Grundby,59.436018,16.553003,
740021401,Marietorp,59.206254,17.191498,
740021402,Marsjö,58.995599,15.784081,
740021406,Skansen,59.304608,16.635718,
740021407,Sjösa såg,58.780950,17.096729,
740021409,Skogstorp Skogstorpsskolan,59.321952,16.478349,
740021410,Lycketorp,57.580145,14.492020,
740021411,Skedevi kyrka,58.938558,15.879971,
740021412,Eskilstuna Skiftingehus,59.387950,16.539891,
740021414,Nästorp,59.076523,15.770289,
740021416,Peresjö,63.482092,18.579522,
740021417,Stora Malmö,59.418136,16.668225,
740021418,Sågstugan,59.314639,16.787753,
740021419,Gubbklinten,59.263357,16.814121,
740021420,Flättorp,59.259316,16.745838,
740021421,Torshälla Säby,59.416510,16.491053,
740021424,Arnö färjeläge,59.499625,17.146238,
740021426,Björkö,58.715341,17.020417,
740021427,Nyköping Rosenkällagården,58.755255,17.040607,
740021428,Nyköping Rosvalla,58.746742,17.039822,
740021429,Nyköping Oxbacken/Hargsvägen,58.774491,17.001044,
740021430,Nyköping Spindelplan,58.778020,16.984377,
740021431,Nyköping Stadshuset,58.752091,17.009725,
740021434,Vingåker Spångavägen,59.034491,15.848461,
740021435,Vingåker Sävsta,59.036408,15.878560,
740021436,Vingåker Sävstaskolan,59.033653,15.876360,
740021437,Vännevad,59.027264,16.122003,
740021438,Eneby,59.418141,16.542711,
740021439,Torstorp,58.739201,17.228061,
740021440,Tunafors,59.358933,16.530878,
740021441,Vallby (Hammarby) kyrka,59.421246,16.564832,
740021442,Vallby (Hammarby) skola,59.415650,16.557715,
740021444,Örsta,59.294737,16.540850,
740021446,Mälsta,59.409046,16.544556,
740021447,Rabo Stora Sundby,59.293824,16.045377,
740021449,Överselö Vittinge,59.435030,17.164674,
740021451,Brandsbol,59.523101,12.826870,
740021453,Årby (Selaön),59.407312,17.151167,
740021454,Stallarholmen Husby,59.366577,17.215247,
740021457,Ökna,59.084842,16.314496,
740021458,Blomen,58.705463,16.893952,
740021459,Sparreholm Åsen,59.073358,16.816533,
740021461,Nyköping Storkvägen,58.753757,17.050782,
740021462,Nyköping Vårdcentral Åsidan,58.760269,16.999225,
740021464,Strängnäs Vasaskolan,59.374928,17.024275,
740021465,Åkers Styckebruk Åkerskolan,59.256071,17.108983,
740021467,Kvartinge,59.221725,17.227065,
740021468,Bergåsa,59.242206,17.187734,
740021469,Allero,59.233049,17.221019,
740021470,Hedlandet Mariefred,59.245388,17.232274,
740021471,Brunnsåkerskorset,59.440594,16.964520,
740021473,Strängnäs Bäckvägen,59.358659,17.012930,
740021474,Eskilstuna Brottsta,59.375883,16.467981,
740021475,Nyköping Brandholmen,58.745183,17.043307,
740021476,Nyköping Brandkärrsskolan,58.768316,17.018151,
740021477,Laxne Fjäderfabriken,59.163861,17.186357,
740021480,Stora Valla,59.106833,17.126724,
740021481,Tibblevägen,59.091063,17.122716,
740021483,Gnesta Frejaskolan,59.044692,17.315443,
740021484,Eskilstuna Fröslunda centrum,59.355503,16.499687,
740021485,Eskilstuna Sturegatan,59.356844,16.499117,
740021487,Nyköping Isaksdal,58.760908,17.022991,
740021489,Arnö Flättnaleden,58.718203,17.027231,
740021490,Trafikplats Hållet,58.765370,16.983413,
740021494,Vik vsk,59.082107,15.897666,
740021495,Hårdanäsvägen,57.562424,14.807508,
740021497,Strängnäs Nya kyrkogården,59.356831,17.019301,
740021498,Ökna vägskäl,58.881823,17.188510,
740021499,Näsby,58.866704,17.153655,
740021501,Nyköping Polishuset,58.748769,17.015398,
740021503,Nyköping Vintervägen,58.754094,17.023945,
740021506,Katrineholm Rådjursstigen,58.991098,16.149294,
740021509,Jättorp,58.970416,16.312985,
740021510,Stavhem,59.039157,16.393321,
740021512,Bälinge kyrka,58.843589,17.295513,
740021513,Nyköping Champinjonvägen,58.758020,17.071221,
740021514,Dunker vägskäl,59.175821,16.793950,
740021515,Finnängen,58.897635,16.344775,
740021516,Fjällskäfte,59.118193,16.364486,
740021517,Flodafors Floda skola,59.066747,16.366074,
740021518,Flodafors,59.067281,16.358795,
740021519,Grindtorp Katrineholm,58.861749,16.513183,
740021520,Juresta,59.059135,16.382438,
740021523,Öknaby,59.116702,16.338955,
740021524,Bernstorp,59.087162,16.348928,
740021525,Flen Servicehuset,59.059952,16.591101,
740021528,Torells väg,59.225201,15.163207,
740021529,Idöborg brygga,59.204266,18.757691,
740021530,Strängnäs Tingshuset,59.376002,17.028483,
740021531,Strängnäs Tingstuhöjden,59.379937,17.005892,
740021532,Vårdcentralen Strängnäs,59.366602,17.025665,
740021534,Eskilstuna S:t Eskils kyrkog,59.370936,16.441132,
740021536,Eskilstuna Slagsta,59.394136,16.490039,
740021537,Nyköping Ekbacken,58.769883,16.987645,
740021538,Svanstavägen,58.778309,17.049292,
740021539,Axala,58.998738,17.174261,
740021541,Bäckåsen,59.190053,16.628461,
740021542,Alkällan,58.938133,17.114472,
740021544,Hagnestavägen,58.784429,17.070815,
740021545,Hammarby vägskäl,59.411940,16.582657,
740021546,Arnö Herrhagsvägen,58.732124,17.016305,
740021547,Klacka,58.837716,17.375955,
740021548,Hällbybrunn Nedre Hällby,59.391456,16.433931,
740021549,Östanvik (Nämdö) brygga,59.197516,18.740054,
740021551,Strängnäs Näsbyholm,59.367630,16.929142,
740021552,Eskilstuna Mälarsjukhuset,59.363644,16.536078,
740021553,Ytterselö kyrka,59.375953,17.257543,
740021554,Örnbo,58.987650,17.156236,
740021555,Kalkberget (Nämdö) brygga,59.191386,18.719465,
740021557,Lillhem,59.435723,16.847898,
740021558,Hundsjö,63.544437,19.003000,
740021560,Överselö kyrka,59.418913,17.135174,
740021563,Österleden,59.004752,16.231163,
740021564,Arnö Strandstuviksvägen,58.731417,17.026519,
740021566,Västanvik (Nämdö) brygga,59.187577,18.707045,
740021568,Katrineholm Lövåsen,59.004258,16.225728,
740021575,Vingåker Vannalaplan,59.036237,15.860411,
740021576,Ärnebäck länsgräns,59.094448,15.701286,
740021577,Hulta vsk väg 52,59.006938,16.083671,
740021578,Björnlunda Welandersborgsskola,59.072682,17.139763,
740021580,Gisekvarnsvägen,58.851626,17.400687,
740021582,Fröberga,59.398961,17.176398,
740021583,Tegelbruksvägen,59.419792,16.979804,
740021587,Erikslund,58.835530,16.936661,
740021589,Fyrby,58.869730,16.898686,
740021590,Svista,59.379643,16.597295,
740021591,Hällbybrunn Gustavsborg,59.389577,16.417529,
740021592,Hällbybrunn Hemlaås,59.399112,16.413335,
740021593,Knoptorp,59.417412,16.520379,
740021594,Torshälla Krusgården,59.425162,16.477434,
740021595,Katrineholm Kullbergska sjukhuset,58.992219,16.217615,
740021596,Tullgarn Hölö,58.964363,17.564382,
740021597,Pilkrog,59.081183,17.607945,
740021599,Tofta Bjers,57.504863,18.152621,
740021601,Nors (Väskinde),57.709630,18.382615,
740021602,Lummelundsväg,57.645314,18.306520,
740021605,Visby Flygplatsvägen,57.661188,18.330406,
740021608,Oxelösund Mastvägen,58.666784,17.086460,
740021609,Oxelösund Nedre Frösäng,58.676128,17.088492,
740021610,Oxelösund Sundstigen,58.676432,17.064058,
740021614,Katrineholm Nävertorps torg,58.990934,16.185629,
740021615,Odenslund,59.177620,16.599480,
740021616,Skälsnäsvägen,58.810311,17.337248,
740021617,Kjula skola,59.395453,16.674672,
740021618,Vevelsta,58.904068,16.791807,
740021619,Vallhalla,58.954694,16.856782,
740021620,Vårdinge kyrka,59.028635,17.357600,
740021621,Vårdinge Folkhögskola,58.990183,17.426989,
740021622,Stjärnholm,58.691675,17.033529,
740021623,Oxelösund Trädgårdsgatan,58.675034,17.109793,
740021624,Töle kvarn,59.027278,17.202126,
740021625,Holbonäs,59.039933,16.501404,
740021627,Bäckmans väg,58.049748,11.826271,
740021628,Flen Brogatan,59.052096,16.597160,
740021629,Alavattnet,64.056076,15.548526,
740021631,Laholm Kryddvägen,56.501437,13.063696,
740021632,Laholm Blåkulla,56.506096,13.025924,
740021634,Västerby Laholm,56.416179,12.987850,
740021635,Laholm Örtvägen,56.503442,13.062137,
740021636,Edenberga,56.467156,13.094524,
740021637,Halmstad Fyllebro,56.652675,12.908757,
740021638,Kistinge Kistingevägen,56.642561,12.940337,
740021639,Södra Blattniksele S,65.333024,17.576264,
740021640,Solvik (Nämdö) brygga,59.184719,18.700659,
740021642,Solna centrum T-bana,59.358861,17.998973,
740021643,Stocksund station,59.385099,18.043915,
740021644,Bergshamra T-bana,59.381508,18.036515,
740021645,Universitetet T-bana,59.365568,18.054890,
740021646,Frescati,59.370597,18.050702,
740021647,Stadion T-bana,59.342967,18.081700,
740021649,Gärdet T-bana,59.347203,18.098792,
740021650,Karlaplan T-bana,59.338811,18.090861,
740021651,Östermalmstorg T-bana,59.334973,18.074082,
740021652,Fällkäl,63.638101,18.229931,
740021653,Gamla Stan T-bana,59.323160,18.067620,
740021654,Medborgarplatsen T-bana,59.314338,18.073550,
740021655,Skanstull T-bana,59.307853,18.076227,
740021656,Mariatorget T-bana,59.316958,18.063308,
740021657,Zinkensdamm T-bana,59.317778,18.050151,
740021658,Hornstull T-bana,59.315837,18.034021,
740021659,Kungsträdgården T-bana,59.330785,18.073293,
740021660,Rådhuset T-bana,59.330300,18.042067,
740021661,Fridhemsplan T-bana,59.332200,18.029187,
740021662,Stadshagen T-bana,59.336964,18.017318,
740021663,Kristineberg T-bana,59.332812,18.003181,
740021664,Thorildsplan T-bana,59.331814,18.015436,
740021665,S:t Eriksplan T-bana,59.339655,18.036987,
740021666,Rådmansgatan T-bana,59.340573,18.058775,
740021667,Hötorget T-bana,59.335534,18.063538,
740021668,Näckrosen T-bana,59.366738,17.983279,
740021669,Västra Skogen T-bana,59.347480,18.003988,
740021670,Huvudsta T-bana,59.349547,17.985695,
740021671,Solna strand T-bana,59.354187,17.973981,
740021672,Sundbyberg centrum T-bana,59.360897,17.972211,
740021673,Duvbo T-bana,59.367893,17.964617,
740021674,Rissne T-bana,59.375841,17.939959,
740021675,Hallonbergen T-bana,59.375449,17.969215,
740021676,Husby T-bana,59.410259,17.925636,
740021677,Akalla T-bana,59.414813,17.912797,
740021678,Hjulsta T-bana,59.395505,17.888938,
740021679,Rinkeby T-bana,59.388164,17.928781,
740021680,Hässelby Strand T-bana,59.361287,17.832351,
740021681,Hässelby Gård T-bana,59.366901,17.843768,
740021682,Johannelund T-bana,59.367943,17.857465,
740021683,Vällingby T-bana,59.363250,17.872062,
740021684,Råcksta T-bana,59.354807,17.881819,
740021685,Blackeberg T-bana,59.348353,17.882797,
740021686,Islandstorget T-bana,59.345857,17.894019,
740021687,Ängbyplan T-bana,59.341886,17.907047,
740021688,Åkeshov T-bana,59.342037,17.924899,
740021689,Abrahamsberg T-bana,59.336684,17.952951,
740021690,Stora Mossen T-bana,59.334534,17.966191,
740021691,Skarpnäck T-bana,59.266820,18.133346,
740021692,Bagarmossen T-bana,59.276265,18.131464,
740021693,Kärrtorp T-bana,59.284506,18.114476,
740021694,Björkhagen T-bana,59.291114,18.115520,
740021695,Hammarbyhöjden T-bana,59.294766,18.104550,
740021696,Farsta Strand T-bana,59.235008,18.101736,
740021697,Farsta T-bana,59.243553,18.093283,
740021698,Hökarängen T-bana,59.257922,18.082497,
740021699,Gubbängen T-bana,59.262878,18.082038,
740021700,Tallkrogen T-bana,59.271136,18.085326,
740021701,Skogskyrkogården T-bana,59.279192,18.095498,
740021702,Sandsborg T-bana,59.284788,18.092381,
740021703,Blåsut T-bana,59.290244,18.091062,
740021704,Skärmarbrink T-bana,59.295364,18.090440,
740021705,Gullmarsplan T-bana,59.299117,18.080772,
740021706,Globen T-bana,59.294280,18.077973,
740021707,Enskede Gård T-bana,59.289394,18.070293,
740021708,Sockenplan T-bana,59.283301,18.070590,
740021709,Svedmyra T-bana,59.277639,18.067231,
740021710,Stureby T-bana,59.274598,18.055626,
740021711,Bandhagen T-bana,59.270403,18.049489,
740021712,Högdalen T-bana,59.263797,18.043004,
740021713,Rågsved T-bana,59.256581,18.028134,
740021714,Hagsätra T-bana,59.262729,18.012487,
740021715,Midsommarkransen T-bana,59.301853,18.012035,
740021716,Telefonplan T-bana,59.298322,17.997235,
740021717,Hägerstensåsen T-bana,59.295572,17.979151,
740021718,Västertorp T-bana,59.291380,17.966667,
740021719,Fruängen T-bana,59.285929,17.965005,
740021720,Aspudden T-bana,59.306449,18.001445,
740021721,Örnsberg T-bana,59.305533,17.989199,
740021722,Axelsberg T-bana,59.304362,17.974918,
740021723,Mälarhöjden T-bana,59.300919,17.957281,
740021724,Bredäng T-bana,59.294839,17.933813,
740021725,Sätra T-bana,59.284984,17.921369,
740021726,Skärholmen T-bana,59.277144,17.907004,
740021727,Vårberg T-bana,59.275934,17.890157,
740021728,Vårby Gård T-bana,59.264613,17.884397,
740021729,Masmo T-bana,59.249682,17.880332,
740021730,Fittja T-bana,59.247466,17.860967,
740021731,Alby T-bana,59.239496,17.845327,
740021732,Hallunda T-bana,59.243270,17.825606,
740021733,Norsborg T-bana,59.243791,17.814525,
740021735,Fränsta busstation,62.497912,16.169851,
740021736,Erikslund skolan,62.526734,15.912509,
740021737,Falkenberg Hjortsbergsvägen,56.883737,12.515135,
740021739,Falkenberg Ridhuset,56.878422,12.526222,
740021740,Olofsbo södra,56.920100,12.401697,
740021741,Bölse kvarn,56.948231,12.397223,
740021742,Torebo Långås,56.949859,12.451061,
740021744,Ulvsbo Ullared,57.080630,12.669264,
740021746,Tångaberg Balgövägen,57.173671,12.225454,
740021748,Nyland Folket hus,63.006207,17.756349,
740021749,Veddige kyrka,57.263827,12.330376,
740021750,Espevik,57.191449,12.185791,
740021751,Varberg Hobbyvägen,57.085778,12.271885,
740021754,Halmstad Brottet,56.666350,12.820587,
740021756,Halmstad Jutarum,56.659895,12.806985,
740021757,Halmstad Stenhuggerivägen,56.651248,12.784200,
740021758,Halmstad Stenhuggeriet,56.648322,12.781775,
740021759,Orrön brygga,59.180419,18.700155,
740021760,Sand (Nämdö) brygga,59.182286,18.692945,
740021761,Tygelsjö Gullkragegatan,55.517846,12.998078,
740021763,Äspsätter,59.056888,15.012117,
740021764,Fåglelhaget,59.130157,15.235234,
740021766,Kvarntorp Golfbanan,59.122332,15.258744,
740021767,Stubbetorp,59.205730,14.460084,
740021768,Storå Storåskolan,59.713676,15.128095,
740021770,Rörösjön vägskäl E45,62.742401,14.421981,
740021771,Allerum skola,56.111768,12.693695,
740021774,Ask Byn,55.962960,13.251137,
740021775,Bjärred Trädgårdsvägen,55.718934,13.020732,
740021777,Eslöv Gasverksgatan,55.832546,13.311503,
740021780,Lomma kyrka,55.687656,13.079981,
740021781,Genarp kyrka,55.602646,13.397031,
740021782,Gislöv Modeshög,55.352362,13.257981,
740021784,Helsingborg Sankt Nicolai,56.047026,12.701307,
740021785,Helsingborg Berga trafikplats,56.068266,12.721944,
740021787,Stöten vägskäl,61.174523,12.891761,
740021788,Mariannelund torget,57.616707,15.571488,
740021789,Vad bystugan,60.028345,15.647560,
740021791,Västergensjö,63.462859,18.033784,
740021792,Koster Kilesand,58.878478,11.052985,
740021799,Inlängan brygga,56.050928,15.773621,
740021801,Stenshamn brygga,56.030847,15.778225,
740021802,Ungskär brygga,56.041582,15.802333,
740021803,Överhärde,60.616477,16.976158,
740021808,Linköping Köpmansgränd,58.408935,15.626525,
740021809,Gävle Rådhuset,60.675074,17.144533,
740021810,Klagstorp Skola,55.393283,13.374487,
740021812,Laröd Slottsvägen,56.087386,12.660641,
740021813,Ludvigsborg Kvarndammsgatan,55.904461,13.607571,
740021814,Lund Ideontorget,55.715619,13.214378,
740021815,Lund idrottsplatsen,55.703231,13.177758,
740021816,Lund Linegården,55.699969,13.231563,
740021817,Lund Katedralskolan,55.700295,13.191750,
740021818,Löddeköpinge Center Syd,55.770176,12.990664,
740021819,Malmö Håkanstorp,55.598964,13.046036,
740021822,Strömsund (Storuman kn),65.327562,16.634369,
740021823,Vassijaure E10,68.429938,18.267666,
740021825,Katterjåkk E10,68.425970,18.161958,
740021827,Loholm vägskäl 95,66.134337,17.372098,
740021828,Vansta Uppsala,60.055545,17.657167,
740021829,Sörflärke (Anundsjö),63.475102,17.922527,
740021830,Skåpafors Skåpakorset,59.016631,12.268489,
740021831,Linköping SAAB civila porten,58.401300,15.674862,
740021833,Lit Norrgård,63.331289,14.857312,
740021834,Linghem Östra Hargsvägen,58.436377,15.776114,
740021835,Tvärålund,64.093415,19.666243,
740021836,Skalmsjö,63.510990,17.762282,
740021838,Rågsveden Finngårdarna,60.473994,14.089007,
740021839,Djuröbron,59.290453,18.666711,
740021840,Lövstabruk väg 76,60.408041,17.869987,
740021841,Tumbo vägskäl,59.423235,16.340732,
740021842,Linköping Trädgårdstorget,58.409804,15.624844,
740021844,Rydebäck Blidögatan,55.964228,12.771630,
740021847,Svenstorp Herrestadsvägen,55.480260,13.944688,
740021848,Sätofta Styrmansvägen,55.907868,13.551559,
740021849,Sövdeborgskorset väg 13,55.591425,13.727344,
740021850,Torna Hällestad Torget,55.678322,13.419919,
740021851,Ekeby Truedstorp Kågerödsvägen,55.991257,12.998603,
740021852,Ystad Gosselmansgatan,55.434028,13.820666,
740021858,Gimo Vårdcentral,60.172306,18.185083,
740021860,Haga vändslinga,59.605192,17.051478,
740021861,Skutskär station,60.623947,17.405345,
740021862,Kilen,57.575645,12.852712,
740021863,Kvaved,63.257944,18.939741,
740021871,Nyköping Stenkulla,58.756730,17.039415,
740021872,Kilen,59.348333,17.034291,
740021873,Eskilstuna Västergatan,59.377063,16.520147,
740021874,Eskilstuna Måsta,59.392158,16.497549,
740021875,Mälby,59.452001,16.467211,
740021876,Torshälla Mälarbaden,59.452059,16.435353,
740021877,Strängnäs Tryffelstråket,59.365045,17.010625,
740021878,Strängnäs Stora torget,59.376709,17.035387,
740021879,Strängnäs Eskilstunavägen 9,59.377308,17.021299,
740021880,Strängnäs Präntaren,59.375232,17.026326,
740021881,Strängnäs Sundby skog,59.386509,17.048096,
740021882,Strängnäs Sundby Park,59.381444,17.050128,
740021883,Odlaren,59.348907,16.573132,
740021884,Torshälla Nyby Södra,59.423460,16.459009,
740021885,Väsbyholm,59.443417,16.451550,
740021886,Eskilstuna Viptorp,59.353304,16.534257,
740021887,Eskilstuna Carl Johansgatan,59.357786,16.515874,
740021888,Eskilstuna Stenkvistavägen,59.360387,16.516280,
740021892,Skogstorp Måndalsvägen,59.322574,16.488144,
740021896,Eskilstuna Hedevägen,59.394876,16.478965,
740021898,Gulklövergatan,57.897975,12.052309,
740021899,Börsagårdsvägen,57.895194,12.067671,
740021900,Liljegången,57.891334,12.067819,
740021901,Torshälla Gökstensskolan,59.415856,16.478623,
740021902,Spejarestigen,57.886133,12.077673,
740021903,Dammekärrsvägen,57.883928,12.083098,
740021904,Bönabo,57.872299,12.099026,
740021905,Hällbybrunn Kyrkbacken,59.389377,16.431182,
740021906,Ekeby,59.375463,16.442378,
740021907,Eskilstuna Parken Zoo,59.374115,16.487155,
740021908,Lövstalöt norra,59.959067,17.584144,
740021910,Sandsjödal,57.889372,12.128619,
740021912,Hyttan,59.198155,15.993120,
740021913,Sälltäppan,59.195542,16.028417,
740021914,Bäck,59.170562,16.065708,
740021915,Ritorp,59.184508,16.048864,
740021917,Nybble,59.158390,16.020922,
740021918,Äsköping Julita skola,59.147109,16.059467,
740021919,Solgläntan,59.044520,16.117422,
740021920,Hälleforsnäs Bruksskolan,59.152339,16.495853,
740021921,Mellösa Konsum,59.101197,16.561871,
740021923,Vingåker Industrihuset,59.046471,15.893390,
740021924,Vingåker Slottet,59.044754,15.882968,
740021926,Kjesäter,59.048811,15.910279,
740021927,Katrineholm Stockholmsvägen,58.998406,16.219915,
740021928,Flen Öja,59.041265,16.585989,
740021931,Hålan,57.999327,12.321997,
740021932,Forsbron,59.163410,15.939069,
740021933,Svärta kyrka,58.816564,17.087130,
740021935,Hällbybrunn Brunnsta Volvo,59.401186,16.448898,
740021937,Hällbybrunn Demofältet,59.410583,16.426853,
740021938,Ryksdamm,57.989974,12.252298,
740021939,Eskilstuna Kungsvägen,59.365978,16.527986,
740021940,Eskilstuna Talgoxevägen,59.357582,16.558682,
740021941,Eskilstuna Skjulstagatan,59.342151,16.483247,
740021942,Eskilstuna Skjulsta,59.341477,16.486889,
740021943,Hallsås,57.783611,12.272622,
740021946,Burseryd Lida,57.195464,13.275204,
740021947,Flen Ekborgen,59.074089,16.594475,
740021948,Svista industriväg,59.380209,16.592734,
740021949,Märsön,59.518713,17.004421,
740021950,Stallarholmen Rosendalsvägen,59.360750,17.206125,
740021951,Stallarholmen Parkgatan,59.357753,17.206019,
740021954,Husby,58.821708,17.073540,
740021955,Pörtstugan,58.826988,17.074321,
740021956,Teknikgången,58.749880,16.985654,
740021957,Norrköpingsvägen,58.751439,16.992859,
740021958,Svalsta Iduns väg,58.740687,16.865554,
740021959,Oxelösund Elevvägen,58.675490,17.073161,
740021963,Basunvägen,57.921978,12.512489,
740021964,Viktoriagatan lasarettet,57.928361,12.523405,
740021965,Eskilstuna Skiftinge centrum,59.389127,16.534849,
740021966,Strängstorp Strängstorpsvägen,59.038372,16.216860,
740021967,Trosa landskyrka,58.939692,17.519905,
740021969,Lerbäck Lerbäcksvägen,58.952712,15.044659,
740021971,Svalsta Råsbäcksvägen,58.744979,16.862247,
740021972,Eskilstuna Melinsvägen,59.317798,16.467238,
740021974,Äsköping Kyrkvägen,59.146661,16.063500,
740021975,Brene,59.061122,15.893148,
740021976,Sköllersta Dalskogsvägen,59.140749,15.338220,
740021978,Hallsberg Kommunalkontor,59.065361,15.105359,
740021979,Kumla kyrka,59.120075,15.154859,
740021981,Ekeby Rävabacken,59.165946,15.268362,
740021986,Kumla Viagatan,59.114742,15.126888,
740021991,Linnebäck västra E18,59.323661,14.383050,
740021994,Örebro Tallvägen,59.240355,15.249092,
740021995,Åkerby,59.581658,14.970774,
740022003,Örebro Mellringestaden,59.298056,15.159235,
740022004,Örebro Karlslund herrgård,59.272859,15.148699,
740022005,Örebro Brickebacken centrum,59.238755,15.240217,
740022007,Örebro USÖ Huvudentré M-F-huse,59.276181,15.224196,
740022011,Örebro Majorsgatan,59.285391,15.236338,
740022013,Örebro Tallrisvägen,59.234532,15.241321,
740022014,Norra Bro Lilla Ässkogsvägen,59.224663,15.251046,
740022016,Karlskoga lasarettet,59.314824,14.503787,
740022017,Katrineholm Jägaregatan,58.992685,16.212210,
740022022,Nyköping Rosenkällaskolan,58.754053,17.045160,
740022025,Nyköping Hjortensbergsbadet,58.764347,17.023923,
740022026,Nyköping Hamnen,58.747853,17.019270,
740022029,Nyköping Mariagården,58.765924,17.014784,
740022031,Nyköping Svampvägen,58.757810,17.065165,
740022032,Nyköping Myrstigen,58.756772,17.057473,
740022033,Nyköping Örnskölds väg,58.753818,17.032228,
740022038,Nyköping Diagonalvägen,58.778570,16.981163,
740022039,Nyköping Eskilstunavägen,58.776491,16.978741,
740022040,Nyköping Platensvägegen,58.772359,16.981022,
740022041,Nyköping Oscarsberg,58.766682,16.988193,
740022043,Ekdungsvägen,57.920423,12.486948,
740022044,Eskilstuna Valegatan,59.375490,16.530229,
740022045,Eskilshem,59.374015,16.529195,
740022046,Talluddsvägen,57.918364,12.483474,
740022047,Eskilstuna Golfklubben,59.369052,16.552780,
740022050,Eskilstuna Nålmakaren,59.374242,16.525505,
740022051,Vilsta Motionscenter,59.350691,16.509837,
740022052,Eskilstuna Strigeln,59.363887,16.514858,
740022053,Eskilstuna Norra Hamn,59.381239,16.508165,
740022054,Eskilstuna Bredängsgatan,59.382567,16.498234,
